City/Town,County,POPESTIMATE2018,Count_0603,Rate_0603,Count_0610,Rate_0610,Count_0617,Rate_0617,Count_0624,Rate_0624,Count_0701,Rate_0701,Count_0708,Rate_0708,Count_0715,Rate_0715,Count_0722,Rate_0722,Count_0729,Rate_0729,Count_0805,Rate_0805,Count_0812,Rate_0812,Count_0819,Rate_0819,Count_0826,Rate_0826,Count_0902,Rate_0902,Count_0909,Rate_0909,Count_0916,Rate_0916,Count_0923,Rate_0923,Count_0930,Rate_0930,Count_1007,Rate_1007,Count_1014,Rate_1014,Count_1022,Rate_1022,Count_1029,Rate_1029,Count_1106,Rate_1106,Count_1112,Rate_1112,Count_1119,Rate_1119,Count_1127,Rate_1127,Count_1203,Rate_1203,Count_1210,Rate_1210,Count_1217,Rate_1217,Count_1224,Rate_1224,Count_1231,Rate_1231,Rate_Vel_0610,Rate_Vel_0617,Rate_Vel_0624,Rate_Vel_0701,Rate_Vel_0708,Rate_Vel_0715,Rate_Vel_0722,Rate_Vel_0729,Rate_Vel_0805,Rate_Vel_0812,Rate_Vel_0819,Rate_Vel_0826,Rate_Vel_0902,Rate_Vel_0909,Rate_Vel_0916,Rate_Vel_0923,Rate_Vel_0930,Rate_Vel_1007,Rate_Vel_1014,Rate_Vel_1022,Rate_Vel_1029,Rate_Vel_1106,Rate_Vel_1112,Rate_Vel_1119,Rate_Vel_1127,Rate_Vel_1203,Rate_Vel_1210,Rate_Vel_1217,Rate_Vel_1224,Rate_Vel_1231,Rate_Acc_0617,Rate_Acc_0624,Rate_Acc_0701,Rate_Acc_0708,Rate_Acc_0715,Rate_Acc_0722,Rate_Acc_0729,Rate_Acc_0805,Rate_Acc_0812,Rate_Acc_0819,Rate_Acc_0826,Rate_Acc_0902,Rate_Acc_0909,Rate_Acc_0916,Rate_Acc_0923,Rate_Acc_0930,Rate_Acc_1007,Rate_Acc_1014,Rate_Acc_1022,Rate_Acc_1029,Rate_Acc_1106,Rate_Acc_1112,Rate_Acc_1119,Rate_Acc_1127,Rate_Acc_1203,Rate_Acc_1210,Rate_Acc_1217,Rate_Acc_1224,Rate_Acc_1231
Sutton,Worcester,9551,51,567.64,53,589.9,53,589.9,50,556.51,50,556.51,50,556.51,50,556.51,52,578.7704,52,578.7704,55,612.161,59,656.6818,61,678.9422,68,756.8536,69,767.9838,72,801.3744,73,812.5046,74,823.6348,74,823.6348,79,879.2858,83,923.8066,85,946.067,91,1012.8482,94,1046.2388,112,1246.5824,130,1446.926,159,1769.7018,196,2181.5192,249,2771.4198,278,3094.1956,317,3528.2734,349,3884.4398,22.26,0,-33.39,0,0,0.00,22.26,0.00,33.39,44.52,22.26,77.91,11.13,33.39,11.13,11.13,0.00,55.65,44.52,22.26,66.78,33.39,200.34,200.34,322.78,411.82,589.90,322.78,434.08,356.17,-22.26,-33.39,33.39,0,0,22.26,-22.26,33.39,11.13,-22.26,55.65,-66.78,22.26,-22.26,0,-11.13,55.65,-11.13,-22.26,44.52,-33.39,166.95,0,122.43,89.04,178.08,-267.12,111.3,-77.91
Swampscott,Essex,15227,123,897.37,127,926.56,128,933.85,128,933.85,129,941.15,133,970.33,136,992.2171429,138,1006.808571,143,1043.287143,145,1057.878571,146,1065.174286,152,1108.948571,157,1145.427143,160,1167.314286,162,1181.905714,165,1203.792857,168,1225.68,168,1225.68,168,1225.68,176,1284.045714,185,1349.707143,191,1393.481429,196,1429.96,212,1546.691429,234,1707.197143,262,1911.477143,297,2166.827143,366,2670.231429,452,3297.662857,513,3742.701429,598,4362.837143,29.19,7.29,0,7.3,29.18,21.89,14.59,36.48,14.59,7.30,43.77,36.48,21.89,14.59,21.89,21.89,0.00,0.00,58.37,65.66,43.77,36.48,116.73,160.51,204.28,255.35,503.40,627.43,445.04,620.14,-21.9,-7.29,7.3,21.88,-7.29,-7.3,21.89,-21.89,-7.3,36.48,-7.3,-14.59,-7.3,7.3,0,-21.89,0,58.37,7.3,-21.89,-7.3,80.25,43.77,43.77,51.07,248.05,124.03,-182.39,175.1
Swansea,Bristol ,16705,126,789,129,807.79,132,826.58,133,832.84,134,839.1,135,845.36,136,851.6219259,138,864.1457778,145,907.9792593,147,920.5031111,150,939.2888889,152,951.8127407,167,1045.74163,172,1077.051259,174,1089.575111,174,1089.575111,178,1114.622815,180,1127.146667,185,1158.456296,188,1177.242074,197,1233.599407,224,1402.671407,257,1609.314963,324,2028.864,411,2573.651556,471,2949.367111,531,3325.082667,652,4082.775704,750,4696.444444,824,5159.826963,910,5698.352593,18.79,18.79,6.26,6.26,6.26,6.26,12.52,43.83,12.52,18.79,12.52,93.93,31.31,12.52,0.00,25.05,12.52,31.31,18.79,56.36,169.07,206.64,419.55,544.79,375.72,375.72,757.69,613.67,463.38,538.53,0,-12.53,0,0,0,6.26,31.31,-31.31,6.26,-6.26,81.41,-62.62,-18.79,-12.52,25.05,-12.52,18.79,-12.52,37.57,112.71,37.57,212.91,125.24,-169.07,0,381.98,-144.02,-150.29,75.14
Taunton,Bristol ,57296,934,1630.62,951,1660.3,962,1679.51,964,1683,974,1700.46,983,1716.17,992,1731.882645,1001,1747.59529,1008,1759.816236,1051,1834.887762,1059,1848.854557,1047,1827.904364,1060,1850.600407,1073,1873.29645,1087,1897.738342,1096,1913.450987,1116,1948.367976,1138,1986.776663,1171,2044.389695,1189,2075.814985,1211,2114.223672,1295,2260.875025,1361,2376.101089,1423,2484.343754,1568,2737.491923,1714,2992.385941,1851,3231.567314,2175,3797.222533,2490,4347.165107,2832,4944.245615,3117,5441.812706,29.68,19.21,3.49,17.46,15.71,15.71,15.71,12.22,75.07,13.97,-20.95,22.70,22.70,24.44,15.71,34.92,38.41,57.61,31.43,38.41,146.65,115.23,108.24,253.15,254.89,239.18,565.66,549.94,597.08,497.57,-10.47,-15.72,13.97,-1.75,0,0,-3.49,62.85,-61.1,-34.92,43.65,0,1.75,-8.73,19.2,3.49,19.2,-26.19,6.98,108.24,-31.43,-6.98,144.91,1.75,-15.71,326.47,-15.71,47.14,-99.51
Templeton,Worcester,8153,119,1332.44,121,1354.84,122,1366.03,122,1366.03,123,1377.23,124,1388.43,124,1388.43,124,1388.43,124,1388.43,124,1388.43,124,1388.43,125,1399.627016,126,1410.824032,127,1422.021048,127,1422.021048,127,1422.021048,127,1422.021048,128,1433.218065,128,1433.218065,129,1444.415081,131,1466.809113,137,1533.99121,144,1612.370323,154,1724.340484,170,1903.492742,182,2037.856935,194,2172.221129,210,2351.373387,232,2597.707742,261,2922.42121,295,3303.119758,22.4,11.19,0,11.2,11.2,0.00,0.00,0.00,0.00,0.00,11.20,11.20,11.20,0.00,0.00,0.00,11.20,0.00,11.20,22.39,67.18,78.38,111.97,179.15,134.36,134.36,179.15,246.33,324.71,380.70,-11.21,-11.19,11.2,0,-11.2,0,0,0,0,11.2,0,0,-11.2,0,0,11.2,-11.2,11.2,11.2,44.79,11.2,33.59,67.18,-44.79,0,44.79,67.18,78.38,55.99
Tewksbury,Middlesex,31388,574,1864.2,575,1867.45,574,1864.2,582,1890.18,585,1899.93,586,1903.17,597,1938.895034,598,1942.142765,600,1948.638225,608,1974.620068,614,1994.106451,626,2033.079215,630,2046.070137,635,2062.308788,637,2068.804249,640,2078.54744,643,2088.290631,661,2146.749778,677,2198.713464,683,2218.199846,711,2309.136297,733,2380.586365,760,2468.275085,818,2656.643447,917,2978.168754,1013,3289.95087,1131,3673.183055,1335,4335.720051,1506,4891.081945,1714,5566.609863,1910,6203.165017,3.25,-3.25,25.98,9.75,3.24,35.73,3.25,6.50,25.98,19.49,38.97,12.99,16.24,6.50,9.74,9.74,58.46,51.96,19.49,90.94,71.45,87.69,188.37,321.53,311.78,383.23,662.54,555.36,675.53,636.56,-6.5,29.23,-16.23,-6.51,32.49,-32.48,3.25,19.49,-6.5,19.49,-25.98,3.25,-9.74,3.25,0,48.72,-6.5,-32.48,71.45,-19.49,16.24,100.68,133.16,-9.74,71.45,279.3,-107.18,120.17,-38.97
Tisbury,Dukes,4111,7,168.21,7,168.21,7,168.21,8,192.25,8,192.25,8,192.25,10,240.3125,10,240.3125,11,264.34375,11,264.34375,12,288.375,12,288.375,14,336.4375,14,336.4375,14,336.4375,15,360.46875,15,360.46875,15,360.46875,15,360.46875,17,408.53125,17,408.53125,20,480.625,27,648.84375,57,1369.78125,77,1850.40625,88,2114.75,97,2331.03125,110,2643.4375,130,3124.0625,139,3340.34375,152,3652.75,0,0,24.04,0,0,48.06,0.00,24.03,0.00,24.03,0.00,48.06,0.00,0.00,24.03,0.00,0.00,0.00,48.06,0.00,72.09,168.22,720.94,480.63,264.34,216.28,312.41,480.63,216.28,312.41,0,24.04,-24.04,0,48.06,-48.06,24.03,-24.03,24.03,-24.03,48.06,-48.06,0,24.03,-24.03,0,0,48.06,-48.06,72.09,96.13,552.72,-240.31,-216.28,-48.06,96.13,168.22,-264.34,96.13
Tolland,Hampden,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,982.3182711,5,982.3182711,5,982.3182711,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,982.32,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982.32,-982.32,0
Topsfield,Essex,6627,110,1882.29,111,1899.4,112,1916.52,114,1950.74,116,1984.96,116,1984.96,116,1984.96,116,1984.96,116,1984.96,120,2053.406897,121,2070.518621,122,2087.630345,122,2087.630345,122,2087.630345,122,2087.630345,123,2104.742069,123,2104.742069,123,2104.742069,124,2121.853793,125,2138.965517,129,2207.412414,131,2241.635862,134,2292.971034,138,2361.417931,141,2412.753103,149,2549.646897,165,2823.434483,189,3234.115862,216,3696.132414,242,4141.037241,266,4551.718621,17.11,17.12,34.22,34.22,0,0.00,0.00,0.00,68.45,17.11,17.11,0.00,0.00,0.00,17.11,0.00,0.00,17.11,17.11,68.45,34.22,51.34,68.45,51.34,136.89,273.79,410.68,462.02,444.90,410.68,0.01,17.1,0,-34.22,0,0,0,68.45,-51.34,0,-17.11,0,0,17.11,-17.11,0,17.11,0,51.34,-34.22,17.11,17.11,-17.11,85.56,136.89,136.89,51.34,-17.11,-34.22
Townsend,Middlesex,9547,30,327.91,31,338.84,32,349.77,35,382.56,35,382.56,35,382.56,35,382.56,35,382.56,35,382.56,36,393.4902857,38,415.3508571,38,415.3508571,38,415.3508571,39,426.2811429,41,448.1417143,42,459.072,43,470.0022857,43,470.0022857,45,491.8628571,47,513.7234286,50,546.5142857,64,699.5382857,67,732.3291429,88,961.8651429,104,1136.749714,108,1180.470857,121,1322.564571,146,1595.821714,171,1869.078857,185,2022.102857,207,2262.569143,10.93,10.93,32.79,0,0,0.00,0.00,0.00,10.93,21.86,0.00,0.00,10.93,21.86,10.93,10.93,0.00,21.86,21.86,32.79,153.02,32.79,229.54,174.88,43.72,142.09,273.26,273.26,153.02,240.47,0,21.86,-32.79,0,0,0,0,10.93,10.93,-21.86,0,10.93,10.93,-10.93,0,-10.93,21.86,0,10.93,120.23,-120.23,196.75,-54.65,-131.16,98.37,131.16,0,-120.23,87.44
Truro,Barnstable,1999,9,455.74,9,455.74,10,506.37,10,506.37,10,506.37,10,506.37,10,506.37,10,506.37,10,506.37,11,557.007,11,557.007,11,557.007,11,557.007,11,557.007,12,607.644,12,607.644,12,607.644,12,607.644,13,658.281,13,658.281,13,658.281,13,658.281,14,708.918,14,708.918,14,708.918,15,759.555,15,759.555,17,860.829,18,911.466,18,911.466,18,911.466,0,50.63,0,0,0,0.00,0.00,0.00,50.64,0.00,0.00,0.00,0.00,50.64,0.00,0.00,0.00,50.64,0.00,0.00,0.00,50.64,0.00,0.00,50.64,0.00,101.27,50.64,0.00,0.00,50.63,-50.63,0,0,0,0,0,50.64,-50.64,0,0,0,50.64,-50.64,0,0,50.64,-50.64,0,0,50.64,-50.64,0,50.64,-50.64,101.27,-50.64,-50.64,0
Tyngsborough,Middlesex,12418,86,717.21,89,742.23,90,750.57,92,767.25,93,775.59,93,775.59,95,792.2693548,98,817.2883871,98,817.2883871,103,858.9867742,105,875.666129,105,875.666129,110,917.3645161,112,934.043871,120,1000.76129,127,1059.139032,132,1100.837419,136,1134.196129,142,1184.234194,151,1259.29129,163,1359.367419,180,1501.141935,195,1626.237097,220,1834.729032,248,2068.24,284,2368.468387,344,2868.849032,455,3794.553226,545,4545.124194,593,4945.42871,658,5487.507742,25.02,8.34,16.68,8.34,0,16.68,25.02,0.00,41.70,16.68,0.00,41.70,16.68,66.72,58.38,41.70,33.36,50.04,75.06,100.08,141.77,125.10,208.49,233.51,300.23,500.38,925.70,750.57,400.30,542.08,-16.68,8.34,-8.34,-8.34,16.68,8.34,-25.02,41.7,-25.02,-16.68,41.7,-25.02,50.04,-8.34,-16.68,-8.34,16.68,25.02,25.02,41.7,-16.68,83.4,25.02,66.72,200.15,425.32,-175.13,-350.27,141.77
Tyringham,Berkshire,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1898.734177,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1898.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1898.73
Upton,Worcester,8012,24,265.46,24,265.46,24,265.46,24,265.46,24,265.46,24,265.46,25,276.5208333,25,276.5208333,25,276.5208333,26,287.5816667,28,309.7033333,28,309.7033333,28,309.7033333,28,309.7033333,28,309.7033333,31,342.8858333,32,353.9466667,35,387.1291667,36,398.19,37,409.2508333,38,420.3116667,39,431.3725,44,486.6766667,51,564.1025,64,707.8933333,77,851.6841667,93,1028.6575,106,1172.448333,113,1249.874167,132,1460.03,152,1681.246667,0,0,0,0,0,11.06,0.00,0.00,11.06,22.12,0.00,0.00,0.00,0.00,33.18,11.06,33.18,11.06,11.06,11.06,11.06,55.30,77.43,143.79,143.79,176.97,143.79,77.43,210.16,221.22,0,0,0,0,11.06,-11.06,0,11.06,11.06,-22.12,0,0,0,33.18,-22.12,22.12,-22.12,0,0,0,44.24,22.12,66.36,0,33.18,-33.18,-66.37,132.73,11.06
Uxbridge,Worcester,14095,67,434.69,73,473.62,74,480.11,77,499.57,77,499.57,78,506.06,78,506.06,78,506.06,80,519.0358974,81,525.5238462,84,544.9876923,84,544.9876923,84,544.9876923,85,551.475641,86,557.9635897,87,564.4515385,90,583.9153846,100,648.7948718,105,681.2346154,111,720.1623077,116,752.6020513,121,785.0417949,153,992.6561538,204,1323.541538,230,1492.228205,261,1693.354615,280,1816.625641,330,2141.023077,379,2458.932564,428,2776.842051,466,3023.384103,38.93,6.49,19.46,0,6.49,0.00,0.00,12.98,6.49,19.46,0.00,0.00,6.49,6.49,6.49,19.46,64.88,32.44,38.93,32.44,32.44,207.61,330.89,168.69,201.13,123.27,324.40,317.91,317.91,246.54,-32.44,12.97,-19.46,6.49,-6.49,0,12.98,-6.49,12.98,-19.46,0,6.49,0,0,12.98,45.42,-32.44,6.49,-6.49,0,175.17,123.27,-162.2,32.44,-77.86,201.13,-6.49,0,-71.37
Wakefield,Middlesex,27135,299,1107.21,307,1136.83,309,1144.24,313,1159.05,314,1162.76,316,1170.16,321,1188.67519,326,1207.19038,326,1207.19038,336,1244.220759,338,1251.626835,340,1259.032911,341,1262.735949,344,1273.845063,348,1288.657215,353,1307.172405,357,1321.984557,362,1340.499747,371,1373.827089,395,1462.7,434,1607.118481,456,1688.585316,470,1740.427848,505,1870.034177,558,2066.29519,614,2273.665316,681,2521.768861,813,3010.569873,928,3436.419241,1077,3988.171899,1194,4421.427342,29.62,7.41,14.81,3.71,7.4,18.52,18.52,0.00,37.03,7.41,7.41,3.70,11.11,14.81,18.52,14.81,18.52,33.33,88.87,144.42,81.47,51.84,129.61,196.26,207.37,248.10,488.80,425.85,551.75,433.26,-22.21,7.4,-11.1,3.69,11.12,0,-18.52,37.03,-29.62,0,-3.7,7.41,3.7,3.7,-3.7,3.7,14.81,55.55,55.55,-62.95,-29.62,77.76,66.65,11.11,40.73,240.7,-62.95,125.9,-118.5
Wales,Hampden,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,263.4351949,5,263.4351949,5,263.4351949,5,263.4351949,5,263.4351949,5,263.4351949,5,263.4351949,5,263.4351949,5,263.4351949,5,263.4351949,5,263.4351949,5,263.4351949,5,263.4351949,7,368.8092729,8,421.4963119,10,526.8703899,10,526.8703899,12,632.2444679,13,684.9315068,24,1264.488936,27,1422.550053,30,1580.61117,35,1844.046365,0,0,0,0,0,0.00,0.00,263.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.37,52.69,105.37,0.00,105.37,52.69,579.56,158.06,158.06,263.44,0,0,0,0,0,0,0,-263.44,0,0,0,0,0,0,0,0,0,0,0,105.37,-52.69,52.69,-105.37,105.37,-52.69,526.87,-421.5,0,105.37
Walpole,Norfolk,25209,227,876.42,229,884.15,231,891.87,232,895.73,230,888.01,236,911.17,238,918.8917797,241,930.4744492,243,938.1962288,246,949.7788983,250,965.2224576,257,992.2486864,260,1003.831356,266,1026.996695,270,1042.440254,276,1065.605593,288,1111.936271,308,1189.154068,315,1216.180297,324,1250.928305,334,1289.537203,349,1347.450551,370,1428.529237,399,1540.495042,434,1675.626186,469,1810.757331,522,2015.384492,614,2370.586356,694,2679.457542,811,3131.181653,895,3455.496398,7.73,7.72,3.86,-7.72,23.16,7.72,11.58,7.72,11.58,15.44,27.03,11.58,23.17,15.44,23.17,46.33,77.22,27.03,34.75,38.61,57.91,81.08,111.97,135.13,135.13,204.63,355.20,308.87,451.72,324.31,-0.01,-3.86,-11.58,30.88,-15.44,3.86,-3.86,3.86,3.86,11.58,-15.44,11.58,-7.72,7.72,23.17,30.89,-50.19,7.72,3.86,19.3,23.17,30.89,23.17,0,69.5,150.57,-46.33,142.85,-127.41
Waltham,Middlesex,62962,1170,1755.19,1190,1785.19,1218,1827.2,1227,1840.7,1240,1860.2,1243,1864.7,1252,1878.201448,1253,1879.701609,1258,1887.202414,1265,1897.70354,1272,1908.204666,1286,1929.206919,1305,1957.709976,1333,1999.714481,1342,2013.215929,1360,2040.218825,1380,2070.222043,1413,2119.727353,1471,2206.736685,1520,2280.24457,1602,2403.257763,1683,2524.770796,1761,2641.783347,1866,2799.300241,1982,2973.318906,2084,3126.335318,2184,3276.351408,2404,3606.386806,2644,3966.425422,2874,4311.46243,3112,4668.500724,30,42.01,13.5,19.5,4.5,13.50,1.50,7.50,10.50,10.50,21.00,28.50,42.00,13.50,27.00,30.00,49.51,87.01,73.51,123.01,121.51,117.01,157.52,174.02,153.02,150.02,330.04,360.04,345.04,357.04,12.01,-28.51,6,-15,9,-12,6,3,0,10.5,7.5,13.5,-28.5,13.5,3,19.5,37.5,-13.5,49.51,-1.5,-4.5,40.5,16.5,-21,-3,180.02,30,-15,12
Ware,Hampshire,9811,28,276.17,30,295.89,31,305.76,31,305.76,31,305.76,33,325.48,33,325.48,36,355.0690909,36,355.0690909,37,364.9321212,37,364.9321212,39,384.6581818,40,394.5212121,43,424.110303,45,443.8363636,45,443.8363636,45,443.8363636,46,453.6993939,46,453.6993939,47,463.5624242,53,522.7406061,59,581.9187879,62,611.5078788,72,710.1381818,91,897.5357576,109,1075.070303,126,1242.741818,139,1370.961212,158,1558.358788,184,1814.797576,205,2021.921212,19.72,9.87,0,0,19.72,0.00,29.59,0.00,9.86,0.00,19.73,9.86,29.59,19.73,0.00,0.00,9.86,0.00,9.86,59.18,59.18,29.59,98.63,187.40,177.53,167.67,128.22,187.40,256.44,207.12,-9.85,-9.87,0,19.72,-19.72,29.59,-29.59,9.86,-9.86,19.73,-9.86,19.73,-9.86,-19.73,0,9.86,-9.86,9.86,49.32,0,-29.59,69.04,88.77,-9.86,-9.86,-39.45,59.18,69.04,-49.32
Wareham,Plymouth,22666,208,868.45,210,876.8,210,876.8,211,880.97,211,880.97,213,889.32,216,901.8456338,219,914.3712676,221,922.7216901,224,935.2473239,225,939.4225352,225,939.4225352,228,951.948169,231,964.4738028,231,964.4738028,236,985.3498592,240,1002.050704,248,1035.452394,256,1068.854085,266,1110.606197,278,1160.708732,299,1248.388169,313,1306.841127,339,1415.39662,364,1519.776901,397,1657.558873,438,1828.742535,522,2179.460282,634,2647.083944,717,2993.626479,779,3252.489577,8.35,0,4.17,0,8.35,12.53,12.53,8.35,12.53,4.18,0.00,12.53,12.53,0.00,20.88,16.70,33.40,33.40,41.75,50.10,87.68,58.45,108.56,104.38,137.78,171.18,350.72,467.62,346.54,258.86,-8.35,4.17,-4.17,8.35,4.18,0,-4.18,4.18,-8.35,-4.18,12.53,0,-12.53,20.88,-4.18,16.7,0,8.35,8.35,37.58,-29.23,50.1,-4.18,33.4,33.4,179.53,116.91,-121.08,-87.68
Warren,Worcester,5248,19,350.43,21,387.31,22,405.76,22,405.76,22,405.76,23,424.2,24,442.6434783,25,461.0869565,26,479.5304348,26,479.5304348,26,479.5304348,26,479.5304348,28,516.4173913,29,534.8608696,29,534.8608696,29,534.8608696,29,534.8608696,32,590.1913043,32,590.1913043,32,590.1913043,32,590.1913043,32,590.1913043,35,645.5217391,37,682.4086957,44,811.5130435,49,903.7304348,50,922.173913,58,1069.721739,62,1143.495652,69,1272.6,84,1549.252174,36.88,18.45,0,0,18.44,18.44,18.44,18.44,0.00,0.00,0.00,36.89,18.44,0.00,0.00,0.00,55.33,0.00,0.00,0.00,0.00,55.33,36.89,129.10,92.22,18.44,147.55,73.77,129.10,276.65,-18.43,-18.45,0,18.44,0,0,0,-18.44,0,0,36.89,-18.44,-18.44,0,0,55.33,-55.33,0,0,0,55.33,-18.44,92.22,-36.89,-73.77,129.1,-73.77,55.33,147.55
Warwick,Franklin,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,Berkshire,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watertown,Middlesex,35954,367,1106.33,368,1109.35,384,1157.58,388,1169.64,391,1178.68,394,1187.72,396,1193.749036,396,1193.749036,398,1199.778071,400,1205.807107,406,1223.894213,412,1241.98132,420,1266.097462,423,1275.141015,426,1284.184569,436,1314.329746,444,1338.445888,454,1368.591066,462,1392.707208,471,1419.837868,485,1462.041117,514,1549.462132,541,1630.854112,592,1784.594518,638,1923.262335,701,2113.176954,765,2306.106091,889,2679.906294,1023,3083.851675,1144,3448.608325,1280,3858.582741,3.02,48.23,12.06,9.04,9.04,6.03,0.00,6.03,6.03,18.09,18.09,24.12,9.04,9.04,30.15,24.12,30.15,24.12,27.13,42.20,87.42,81.39,153.74,138.67,189.91,192.93,373.80,403.95,364.76,409.97,45.21,-36.17,-3.02,0,-3.01,-6.03,6.03,0,12.06,0,6.03,-15.07,0,21.1,-6.03,6.03,-6.03,3.01,15.07,45.22,-6.03,72.35,-15.07,51.25,3.01,180.87,30.15,-39.19,45.22
Wayland,Middlesex,13882,107,805.6,106,798.07,106,798.07,106,798.07,107,805.6,108,813.13,109,820.6589815,113,850.7749074,114,858.3038889,113,850.7749074,113,850.7749074,115,865.8328704,115,865.8328704,116,873.3618519,116,873.3618519,118,888.4198148,121,911.0067593,123,926.0647222,124,933.5937037,124,933.5937037,127,956.1806481,135,1016.4125,146,1099.231296,152,1144.405185,163,1227.223981,173,1302.513796,183,1377.803611,212,1596.144074,238,1791.897593,265,1995.180093,308,2318.926296,-7.53,0,0,7.53,7.53,7.53,30.12,7.53,-7.53,0.00,15.06,0.00,7.53,0.00,15.06,22.59,15.06,7.53,0.00,22.59,60.23,82.82,45.17,82.82,75.29,75.29,218.34,195.75,203.28,323.75,7.53,0,7.53,0,0,22.59,-22.59,-15.06,7.53,15.06,-15.06,7.53,-7.53,15.06,7.53,-7.53,-7.53,-7.53,22.59,37.64,22.59,-37.64,37.64,-7.53,0,143.05,-22.59,7.53,120.46
Webster,Worcester,17027,189,1099.41,204,1186.67,216,1256.47,248,1442.61,253,1471.7,257,1494.97,263,1529.872023,268,1558.957043,270,1570.591051,272,1582.225058,278,1617.127082,281,1634.578093,283,1646.212101,285,1657.846109,284,1652.029105,287,1669.480117,291,1692.748132,302,1756.735175,317,1843.990233,343,1995.232335,363,2111.572412,378,2198.827471,392,2280.265525,423,2460.592646,459,2670.004786,492,2861.965914,522,3036.476031,598,3478.568327,700,4071.902724,808,4700.139144,937,5450.532646,87.26,69.8,186.14,29.09,23.27,34.90,29.09,11.63,11.63,34.90,17.45,11.63,11.63,-5.82,17.45,23.27,63.99,87.26,151.24,116.34,87.26,81.44,180.33,209.41,191.96,174.51,442.09,593.33,628.24,750.39,-17.46,116.34,-157.05,-5.82,11.63,-5.82,-17.45,0,23.27,-17.45,-5.82,0,-17.45,23.27,5.82,40.72,23.27,63.99,-34.9,-29.09,-5.82,98.89,29.09,-17.45,-17.45,267.58,151.24,34.9,122.16
Wellesley,Norfolk,29673,223,749.97,228,766.78,231,776.87,232,780.23,234,786.96,238,800.41,239,803.7730672,245,823.9514706,252,847.4929412,256,860.9452101,259,871.0344118,262,881.1236134,268,901.3020168,271,911.3912185,274,921.4804202,278,934.9326891,285,958.4741597,286,961.8372269,296,995.4678992,299,1005.557101,303,1019.00937,314,1056.003109,326,1096.359916,337,1133.353655,387,1301.507017,424,1425.940504,469,1577.278529,508,1708.438151,565,1900.132983,599,2014.477269,639,2148.999958,16.81,10.09,3.36,6.73,13.45,3.36,20.18,23.54,13.45,10.09,10.09,20.18,10.09,10.09,13.45,23.54,3.36,33.63,10.09,13.45,36.99,40.36,36.99,168.15,124.43,151.34,131.16,191.69,114.34,134.52,-6.72,-6.73,3.37,6.72,-10.09,16.82,3.36,-10.09,-3.36,0,10.09,-10.09,0,3.36,10.09,-20.18,30.27,-23.54,3.36,23.54,3.36,-3.36,131.16,-43.72,26.9,-20.18,60.54,-77.35,20.18
